video_path,source_frame,driving_frame
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#000917#001941.mp4,334,488
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#000917#001941.mp4,1029,1192
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#000917#001941.mp4,699,328
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#000917#001941.mp4,469,1120
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#001941#002356.mp4,22,67
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#001941#002356.mp4,142,136
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#001941#002356.mp4,276,209
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#001941#002356.mp4,101,64
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#001941#002356.mp4,360,291
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#002657#003143.mp4,190,544
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#002657#003143.mp4,101,12
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#002657#003143.mp4,91,10
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#002657#003143.mp4,424,127
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#002657#003143.mp4,246,118
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003148#003459.mp4,349,16
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003148#003459.mp4,303,362
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003148#003459.mp4,336,356
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003148#003459.mp4,71,234
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003148#003459.mp4,39,41
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003739#003945.mp4,63,89
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003739#003945.mp4,107,92
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003739#003945.mp4,221,91
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003739#003945.mp4,137,183
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#003739#003945.mp4,47,233
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004025#004216.mp4,116,165
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004025#004216.mp4,73,227
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004025#004216.mp4,201,17
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004025#004216.mp4,179,29
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004025#004216.mp4,163,216
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004220#004509.mp4,136,11
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004220#004509.mp4,211,242
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004220#004509.mp4,214,133
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004220#004509.mp4,74,240
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004220#004509.mp4,243,173
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004568#005005.mp4,145,270
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004568#005005.mp4,210,83
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004568#005005.mp4,226,261
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004568#005005.mp4,234,427
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#004568#005005.mp4,106,517
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005026#005627.mp4,612,576
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005026#005627.mp4,662,331
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005026#005627.mp4,116,468
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005026#005627.mp4,248,364
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005026#005627.mp4,232,676
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005644#005893.mp4,40,182
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005644#005893.mp4,163,141
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005644#005893.mp4,145,267
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005644#005893.mp4,206,28
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#p5g1heXp34o#005644#005893.mp4,274,125
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#002414#002769.mp4,369,301
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#002414#002769.mp4,351,242
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#002414#002769.mp4,146,87
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#002414#002769.mp4,3,97
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#002414#002769.mp4,181,368
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#003725#003847.mp4,105,76
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#003725#003847.mp4,107,111
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#003725#003847.mp4,95,23
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#003725#003847.mp4,91,34
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#003725#003847.mp4,13,31
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#004062#004408.mp4,344,246
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#004062#004408.mp4,242,311
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#004062#004408.mp4,221,11
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#004062#004408.mp4,191,114
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#004062#004408.mp4,108,206
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007271#007498.mp4,232,2
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007271#007498.mp4,15,82
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007271#007498.mp4,22,199
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007271#007498.mp4,96,265
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007271#007498.mp4,164,104
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007920#008172.mp4,21,59
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007920#008172.mp4,68,85
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007920#008172.mp4,207,214
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007920#008172.mp4,236,31
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#007920#008172.mp4,131,79
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#008373#008488.mp4,133,38
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#008373#008488.mp4,103,68
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#008373#008488.mp4,91,23
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#008373#008488.mp4,37,126
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#008373#008488.mp4,59,9
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#009636#009808.mp4,179,168
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#009636#009808.mp4,139,115
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#009636#009808.mp4,58,193
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#009636#009808.mp4,170,63
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#009636#009808.mp4,35,64
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010121#010605.mp4,496,21
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010121#010605.mp4,189,13
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010121#010605.mp4,502,437
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010121#010605.mp4,83,170
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010121#010605.mp4,41,20
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010765#010954.mp4,110,134
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010765#010954.mp4,31,50
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010765#010954.mp4,70,39
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010765#010954.mp4,75,117
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#010765#010954.mp4,90,144
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#011158#011299.mp4,2,17
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#011158#011299.mp4,20,73
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#011158#011299.mp4,67,37
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#011158#011299.mp4,21,99
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#011158#011299.mp4,31,71
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#012307#012561.mp4,304,197
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#012307#012561.mp4,69,223
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#012307#012561.mp4,208,237
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#012307#012561.mp4,291,171
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#012307#012561.mp4,267,248
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013264#013592.mp4,290,352
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013264#013592.mp4,186,254
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013264#013592.mp4,5,113
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013264#013592.mp4,392,351
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013264#013592.mp4,28,164
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013743#013963.mp4,75,19
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013743#013963.mp4,34,238
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013743#013963.mp4,147,86
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013743#013963.mp4,9,194
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#013743#013963.mp4,144,179
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014353#014609.mp4,90,16
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014353#014609.mp4,265,78
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014353#014609.mp4,38,213
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014353#014609.mp4,167,235
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014353#014609.mp4,234,243
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014722#014831.mp4,69,1
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014722#014831.mp4,103,33
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014722#014831.mp4,126,39
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014722#014831.mp4,57,125
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014722#014831.mp4,8,15
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014864#015079.mp4,146,99
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014864#015079.mp4,131,35
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014864#015079.mp4,218,71
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014864#015079.mp4,143,231
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#014864#015079.mp4,80,121
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#015364#015539.mp4,27,100
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#015364#015539.mp4,203,123
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#015364#015539.mp4,168,86
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#015364#015539.mp4,114,40
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#r9-0pljhZqs#015364#015539.mp4,82,119
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#rUnfAxF1dJI#001389#001843.mp4,151,432
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#rUnfAxF1dJI#001389#001843.mp4,383,49
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#rUnfAxF1dJI#001389#001843.mp4,340,408
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#rUnfAxF1dJI#001389#001843.mp4,226,224
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#rUnfAxF1dJI#001389#001843.mp4,280,430
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000122#000303.mp4,185,49
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000122#000303.mp4,179,63
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000122#000303.mp4,207,141
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000122#000303.mp4,141,179
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000122#000303.mp4,170,166
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000309#000433.mp4,2,53
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000309#000433.mp4,44,56
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000309#000433.mp4,64,15
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000309#000433.mp4,105,16
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000309#000433.mp4,14,44
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000798#001159.mp4,192,365
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000798#001159.mp4,107,288
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000798#001159.mp4,181,312
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000798#001159.mp4,279,262
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#000798#001159.mp4,60,291
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#001259#001943.mp4,695,635
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#001259#001943.mp4,417,348
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#001259#001943.mp4,7,744
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#001259#001943.mp4,139,90
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#001259#001943.mp4,112,47
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002068#002339.mp4,149,7
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002068#002339.mp4,204,130
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002068#002339.mp4,286,207
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002068#002339.mp4,303,134
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002068#002339.mp4,206,136
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002705#003304.mp4,437,142
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002705#003304.mp4,659,320
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002705#003304.mp4,489,490
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002705#003304.mp4,624,184
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#002705#003304.mp4,158,80
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003384#003757.mp4,147,426
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003384#003757.mp4,335,80
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003384#003757.mp4,435,22
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003384#003757.mp4,301,345
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003384#003757.mp4,360,394
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003759#004783.mp4,666,205
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003759#004783.mp4,581,535
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003759#004783.mp4,128,972
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003759#004783.mp4,736,214
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#003759#004783.mp4,637,12
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004783#004890.mp4,82,28
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004783#004890.mp4,62,29
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004783#004890.mp4,99,26
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004783#004890.mp4,109,105
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004783#004890.mp4,5,85
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004997#005192.mp4,172,154
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004997#005192.mp4,112,107
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004997#005192.mp4,88,118
C:\Users\mobil\Desktop\verilight\CVPR2022-DaGAN\video-preprocessing\vox\test\id10283#u3s9xdUlmmk#004997#005192.mp4,94,26
